"coluna","codigo","descricao"
"PA_PROC_ID","0408050594","TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO"
"PA_PROC_ID","0408050608","TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA"
"PA_PROC_ID","0408050616","TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA"
"PA_PROC_ID","0408050624","TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)"
"PA_PROC_ID","0408050632","TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA"
"PA_PROC_ID","0408050640","TRATAMENTO CIRURGICO DE GIGANTISMO DO PE"
"PA_PROC_ID","0408050659","TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO"
"PA_PROC_ID","0408050667","TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)"
"PA_PROC_ID","0408050675","TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR"
"PA_PROC_ID","0408050683","TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO"
"PA_PROC_ID","0408050691","TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA"
"PA_PROC_ID","0408050705","TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA"
"PA_PROC_ID","0408050713","TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA"
"PA_PROC_ID","0408050721","TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO"
"PA_PROC_ID","0408050730","TRATAMENTO CIRURGICO DE PE CAVO"
"PA_PROC_ID","0408050748","TRATAMENTO CIRURGICO DE PE PLANO VALGO"
"PA_PROC_ID","0408050756","TRATAMENTO CIRURGICO DE PE TALO VERTICAL"
"PA_PROC_ID","0408050764","TRATAMENTO CIRURGICO DE PE TORTO CONGENITO"
"PA_PROC_ID","0408050772","TRATAMENTO CIRURGICO DE PE TORTO CONGENITO INVETERADO"
"PA_PROC_ID","0408050780","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO"
"PA_PROC_ID","0408050799","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMU"
"PA_PROC_ID","0408050802","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA REGIAO TROCANTER"
"PA_PROC_ID","0408050810","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO COLO DO FEMUR"
"PA_PROC_ID","0408050829","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE"
"PA_PROC_ID","0408050837","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO"
"PA_PROC_ID","0408050845","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO"
"PA_PROC_ID","0408050853","TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA"
"PA_PROC_ID","0408050861","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL"
"PA_PROC_ID","0408050870","TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL"
"PA_PROC_ID","0408050888","TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL"
"PA_PROC_ID","0408050896","TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL"
"PA_PROC_ID","0408050900","TRATAMENTO CIRURGICO DO HALUX RIGIDUS"
"PA_PROC_ID","0408050918","TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO"
"PA_PROC_ID","0408050926","TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO"
"PA_PROC_ID","0408060018","ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO"
"PA_PROC_ID","0408060026","ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MAO E/OU DO PE"
"PA_PROC_ID","0408060034","ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)"
"PA_PROC_ID","0408060042","AMPUTACAO / DESARTICULACAO DE DEDO"
"PA_PROC_ID","0408060050","ARTRODESE DE PEQUENAS ARTICULACOES"
"PA_PROC_ID","0408060069","ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO"
"PA_PROC_ID","0408060077","ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES"
"PA_PROC_ID","0408060085","BURSECTOMIA"
"PA_PROC_ID","0408060093","DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA"
"PA_PROC_ID","0408060107","DIAFISECTOMIA DE OSSOS LONGOS"
"PA_PROC_ID","0408060115","ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MAO E DO PE"
"PA_PROC_ID","0408060123","EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE MEDIAS / GRANDES ARTICULACOES"
"PA_PROC_ID","0408060131","EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES"
"PA_PROC_ID","0408060140","FASCIECTOMIA"
"PA_PROC_ID","0408060158","MANIPULACAO ARTICULAR"
"PA_PROC_ID","0408060166","OSTECTOMIA DE OSSOS DA MAO E/OU DO PE"
"PA_PROC_ID","0408060174","OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE"
"PA_PROC_ID","0408060182","OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE"
"PA_PROC_ID","0408060190","OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE"
"PA_PROC_ID","0408060204","REINSERCAO MUSCULAR"
"PA_PROC_ID","0408060212","RESSECCAO DE CISTO SINOVIAL"
"PA_PROC_ID","0408060220","RESSECCAO DE EXOSTOSE"
"PA_PROC_ID","0408060239","RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO MICROCIRURGICO"
"PA_PROC_ID","0408060247","RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (EXCETO MAO E PE)"
"PA_PROC_ID","0408060255","RESSECCAO DE TUMOR E RECONSTRUCAO C/ TRANSPORTE OSSEO"
"PA_PROC_ID","0408060263","RESSECCAO DE TUMOR OSSEO C/ SUBSTITUICAO (ENDOPROTESE)"
"PA_PROC_ID","0408060271","RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ ENXERTO"
"PA_PROC_ID","0408060280","RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (APENAS MAO E PE)"
"PA_PROC_ID","0408060298","RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO POR DESLIZAMENTO"
"PA_PROC_ID","0408060301","RESSECCAO MUSCULAR"
"PA_PROC_ID","0408060310","RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES"
"PA_PROC_ID","0408060328","RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR"
"PA_PROC_ID","0408060336","RETIRADA DE CORPO ESTRANHO INTRA-OSSEO"
"PA_PROC_ID","0408060344","RETIRADA DE ESPACADORES / OUTROS MATERIAIS"
"PA_PROC_ID","0408060352","RETIRADA DE FIO OU PINO INTRA-OSSEO"
"PA_PROC_ID","0408060360","RETIRADA DE FIXADOR EXTERNO"
"PA_PROC_ID","0408060379","RETIRADA DE PLACA E/OU PARAFUSOS"
"PA_PROC_ID","0408060387","RETIRADA DE PROTESE DE SUBSTITUICAO DE GRANDES ARTICULACOES (OMBRO / COTOVELO / QUADRIL / JOELHO"
"PA_PROC_ID","0408060395","RETIRADA DE PROTESE DE SUBSTITUICAO EM PEQUENAS E MEDIAS ARTICULACOES"
"PA_PROC_ID","0408060409","RETIRADA DE TRACAO TRANS-ESQUELETICA"
"PA_PROC_ID","0408060417","RETRACAO CICATRICIAL DOS DEDOS COM COMPROMETIMENTO TENDINOSO (POR DEDO)"
"PA_PROC_ID","0408060425","REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS"
"PA_PROC_ID","0408060433","TENODESE"
"PA_PROC_ID","0408060441","TENOLISE"
"PA_PROC_ID","0408060450","TENOMIORRAFIA"
"PA_PROC_ID","0408060468","TENOMIOTOMIA / DESINSERCAO"
"PA_PROC_ID","0408060476","TENOPLASTIA OU ENXERTO DE TENDAO UNICO"
"PA_PROC_ID","0408060484","TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO"
"PA_PROC_ID","0408060492","TRANSPLANTE DO HALUX P/ O POLEGAR"
"PA_PROC_ID","0408060506","TRANSPLANTE DO SEGUNDO PODODACTILO PARA POLEGAR / QUALQUER OUTRO DEDO DA MAO"
"PA_PROC_ID","0408060514","TRANSPLANTE MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE"
"PA_PROC_ID","0408060522","TRANSPLANTE OSTEO-MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES"
"PA_PROC_ID","0408060530","TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA"
"PA_PROC_ID","0408060549","TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA"
"PA_PROC_ID","0408060557","TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)"
"PA_PROC_ID","0408060565","TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES"
"PA_PROC_ID","0408060573","TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)"
"PA_PROC_ID","0408060581","TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR"
"PA_PROC_ID","0408060590","TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO PE"
"PA_PROC_ID","0408060603","TRATAMENTO CIRURGICO DE HERNIA MUSCULAR"
"PA_PROC_ID","0408060611","TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA DAS MEDIAS / PEQUENAS ARTICULACOES"
"PA_PROC_ID","0408060620","TRATAMENTO CIRURGICO DE INFECCAO POS-ARTROPLASTIA (GRANDES ARTICULACOES)"
"PA_PROC_ID","0408060638","TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA"
"PA_PROC_ID","0408060646","TRATAMENTO CIRURGICO DE MAO OU PE EM FENDA / DEDO BIFIDO / MACRODACTILIA / POLIDACTILIA"
"PA_PROC_ID","0408060654","TRATAMENTO CIRURGICO DE POLIDACTILIA NAO ARTICULADA"
"PA_PROC_ID","0408060662","TRATAMENTO CIRURGICO DE POLIDACTILIA ARTICULADA"
"PA_PROC_ID","0408060670","TRATAMENTO CIRURGICO DE RETRACAO MUSCULAR"
"PA_PROC_ID","0408060689","TRATAMENTO CIRURGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO"
"PA_PROC_ID","0408060697","TRATAMENTO CIRURGICO DE SINDACTILIA COMPLEXA (C/ FUSAO OSSEA)"
"PA_PROC_ID","0408060700","TRATAMENTO CIRURGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)"
"PA_PROC_ID","0408060719","VIDEOARTROSCOPIA"
"PA_PROC_ID","0409010014","CAPSULECTOMIA RENAL"
"PA_PROC_ID","0409010022","CISTECTOMIA PARCIAL"
"PA_PROC_ID","0409010030","CISTECTOMIA TOTAL"
"PA_PROC_ID","0409010049","CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO"
"PA_PROC_ID","0409010057","CISTOENTEROPLASTIA"
"PA_PROC_ID","0409010065","CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA"
"PA_PROC_ID","0409010073","CISTOPLASTIA (CORRECAO DE EXTROFIA VESICAL)"
"PA_PROC_ID","0409010081","CISTORRAFIA"
"PA_PROC_ID","0409010090","CISTOSTOMIA"
"PA_PROC_ID","0409010103","COLOCACAO PERCUTANEA DE CATETER PIELO-URETERO-VESICAL UNILATERAL."
"PA_PROC_ID","0409010111","DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL"
"PA_PROC_ID","0409010120","DIVERTICULECTOMIA VESICAL"
"PA_PROC_ID","0409010138","DRENAGEM DE ABSCESSO RENAL / PERI-RENAL"
"PA_PROC_ID","0409010146","EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL"
"PA_PROC_ID","0409010154","EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER"
"PA_PROC_ID","0409010162","IMPLANTE DE CATETER URETERAL POR TECNICA CISTOSCOPICA"
"PA_PROC_ID","0409010170","INSTALACAO ENDOSCOPICA DE CATETER DUPLO J"
"PA_PROC_ID","0409010189","LITOTRIPSIA"
"PA_PROC_ID","0409010197","LOMBOTOMIA"
"PA_PROC_ID","0409010200","NEFRECTOMIA PARCIAL"
"PA_PROC_ID","0409010219","NEFRECTOMIA TOTAL"
"PA_PROC_ID","0409010227","NEFROLITOTOMIA"
"PA_PROC_ID","0409010235","NEFROLITOTOMIA PERCUTANEA"
"PA_PROC_ID","0409010243","NEFROPEXIA"
"PA_PROC_ID","0409010251","NEFROPIELOSTOMIA"
"PA_PROC_ID","0409010260","NEFRORRAFIA"
"PA_PROC_ID","0409010278","NEFROSTOMIA (POR PUNCAO)"
"PA_PROC_ID","0409010286","NEFROSTOMIA COM OU SEM DRENAGEM"
"PA_PROC_ID","0409010294","NEFROSTOMIA PERCUTANEA"
"PA_PROC_ID","0409010308","NEFROURETERECTOMIA TOTAL"
"PA_PROC_ID","0409010316","PIELOLITOTOMIA"
"PA_PROC_ID","0409010324","PIELOPLASTIA"
"PA_PROC_ID","0409010332","PIELOSTOMIA"
"PA_PROC_ID","0409010340","PIELOTOMIA"
"PA_PROC_ID","0409010359","PUNCAO/ASPIRACAO DA BEXIGA"
"PA_PROC_ID","0409010367","RESSECCAO DO COLOVESICAL / TUMOR VESICAL A CEU ABERTO"
"PA_PROC_ID","0409010375","RESSECCAO ENDOSCOPICADA EXTREMIDADE DISTAL DO URETER"
"PA_PROC_ID","0409010383","RESSECCAO ENDOSCOPICA DE LESAO VESICAL"
"PA_PROC_ID","0409010391","RETIRADA PERCUTANEA DE CALCULO URETERAL COM CATETER"
"PA_PROC_ID","0409010405","SINFISIOTOMIA DO RIM EM FERRADURA (NEFROPLASTIA)"
"PA_PROC_ID","0409010413","TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA"
"PA_PROC_ID","0409010421","TRATAMENTO CIRURGICO DE CISTO DE RIM POR PUNCAO"
"PA_PROC_ID","0409010430","TRATAMENTO CIRURGICO DE CISTOCELE"
"PA_PROC_ID","0409010448","TRATAMENTO CIRURGICO DE FISTULA VESICO-CUTANEA"
"PA_PROC_ID","0409010456","TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA"
"PA_PROC_ID","0409010464","TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL"
"PA_PROC_ID","0409010472","TRATAMENTO CIRURGICO DE FISTULAS URETERAIS"
"PA_PROC_ID","0409010480","TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL(FORMOLIZACAO DA BEXIGA)"
"PA_PROC_ID","0409010499","TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL"
"PA_PROC_ID","0409010502","TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL"
"PA_PROC_ID","0409010510","TRATAMENTO CIRURGICO DE URETEROCELE"
"PA_PROC_ID","0409010529","URETERECTOMIA"
"PA_PROC_ID","0409010537","URETEROCISTONEOSTOMIA"
"PA_PROC_ID","0409010545","URETEROENTEROPLASTIA"
"PA_PROC_ID","0409010553","URETEROENTEROSTOMIA"
"PA_PROC_ID","0409010561","URETEROLITOTOMIA"
"PA_PROC_ID","0409010570","URETEROPLASTIA"
"PA_PROC_ID","0409010588","URETEROSTOMIA CUTANEA"
"PA_PROC_ID","0409010596","URETEROLITOTRIPSIA TRANSURETEROSCOPICA"
"PA_PROC_ID","0409020010","DRENAGEM DE COLECAO PERI-URETRAL"
"PA_PROC_ID","0409020028","DRENAGEM DE FLEIMAOURINOSO"
"PA_PROC_ID","0409020036","EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA"
"PA_PROC_ID","0409020044","INJECAO DE GORDURA /TEFLON PERI-URETRAL"
"PA_PROC_ID","0409020052","LIGADURA / SECCAO DE VASOS ABERRANTES"
"PA_PROC_ID","0409020060","MEATOTOMIA ENDOSCOPICA"
"PA_PROC_ID","0409020079","MEATOTOMIA SIMPLES"
"PA_PROC_ID","0409020087","RESSECCAO DE CARUNCULAURETRAL."
"PA_PROC_ID","0409020095","RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA"
"PA_PROC_ID","0409020109","RESSECCAO E FECHAMENTO DE FISTULA URETRAL"
"PA_PROC_ID","0409020117","TRATAMENTO CIRURGICO DEINCONTINENCIA URINARIA"
"PA_PROC_ID","0409020125","URETROPLASTIA (RESSECCAO DE CORDA)"
"PA_PROC_ID","0409020133","URETROPLASTIA AUTOGENA"
"PA_PROC_ID","0409020141","URETROPLASTIA HETEROGENEA"
"PA_PROC_ID","0409020150","URETRORRAFIA"
"PA_PROC_ID","0409020168","URETROSTOMIA PERINEAL / CUTANEA / EXTERNA"
"PA_PROC_ID","0409020176","URETROTOMIA INTERNA"
"PA_PROC_ID","0409020184","URETROTOMIA PARA RETIRADA DE CALCULO OU CORPO ESTRANHO"
"PA_PROC_ID","0409030015","DRENAGEM DE ABSCESSO PROSTATICO"
"PA_PROC_ID","0409030023","PROSTATECTOMIA SUPRAPUBICA"
"PA_PROC_ID","0409030031","PROSTATOVESICULECTOMIA RADICAL"
"PA_PROC_ID","0409030040","RESSECCAO ENDOSCOPICA DE PROSTATA"
"PA_PROC_ID","0409040010","DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL"
"PA_PROC_ID","0409040029","DRENAGEM DE ABSCESSO DO EPIDIDIMO E/OU CANAL DEFERENTE"
"PA_PROC_ID","0409040037","EPIDIDIMECTOMIA"
"PA_PROC_ID","0409040045","EPIDIDIMECTOMIA COM ESVAZIAMENTO GANGLIONAR"
"PA_PROC_ID","0409040053","ESPERMATOCELECTOMIA"
"PA_PROC_ID","0409040061","EXERESE DE CISTO DE BOLSA ESCROTAL"
"PA_PROC_ID","0409040070","EXERESE DE CISTO DE EPIDIDIMO"
"PA_PROC_ID","0409040088","EXERESE DE LESAO DO CORDAO ESPERMATICO"
"PA_PROC_ID","0409040096","EXPLORACAO CIRURGICA DA BOLSA ESCROTAL"
"PA_PROC_ID","0409040100","EXPLORACAO CIRURGICADO CANAL DEFERENTE"
"PA_PROC_ID","0409040118","NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE"
"PA_PROC_ID","0409040126","ORQUIDOPEXIA BILATERAL"
"PA_PROC_ID","0409040134","ORQUIDOPEXIA UNILATERAL"
"PA_PROC_ID","0409040142","ORQUIECTOMIA SUBCAPSULAR BILATERAL"
"PA_PROC_ID","0409040150","ORQUIECTOMIA UNI OU BILATERAL COM ESVAZIAMENTO GANGLIONAR"
"PA_PROC_ID","0409040169","ORQUIECTOMIA UNILATERAL"
"PA_PROC_ID","0409040177","PLASTICA DA BOLSAESCROTAL"
"PA_PROC_ID","0409040185","REPARACAO E OPERACAO PLASTICA DO TESTICULO"
"PA_PROC_ID","0409040193","RESSECCAO PARCIAL DABOLSA ESCROTAL"
"PA_PROC_ID","0409040207","TRATAMENTO CIRURGICO DE ELEFANTIASE DA BOLSA ESCROTAL"
"PA_PROC_ID","0409040215","TRATAMENTO CIRURGICO DE HIDROCELE"
"PA_PROC_ID","0409040223","TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO DO CORDAO ESPERMATICO"
"PA_PROC_ID","0409040231","TRATAMENTO CIRURGICO DE VARICOCELE"
"PA_PROC_ID","0409040240","VASECTOMIA"
"PA_PROC_ID","0409050016","AMPUTACAO DE PENIS"
"PA_PROC_ID","0409050024","CORRECAO DE EPISPADIA"
"PA_PROC_ID","0409050032","CORRECAO DE HIPOSPADIA (1Â§ TEMPO)"
"PA_PROC_ID","0409050040","CORRECAO DE HIPOSPADIA (SEGUNDO TEMPO)"
"PA_PROC_ID","0409050059","LIBERACAO/PLASTIA DE PREPUCIO"
"PA_PROC_ID","0409050067","PLASTICA DE FREIO BALANO-PREPUCIAL"
"PA_PROC_ID","0409050075","PLASTICA TOTAL DO PENIS"
"PA_PROC_ID","0409050083","POSTECTOMIA"
"PA_PROC_ID","0409050091","RESTAURACAO DA FUNCAO ERETIL DO PENIS"
"PA_PROC_ID","0409050105","TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS"
"PA_PROC_ID","0409050113","TRATAMENTO CIRURGICO DE PRIAPRISMO"
"PA_PROC_ID","0409050121","REDESIGNACAO SEXUAL - 1Â§ TEMPO"
"PA_PROC_ID","0409050130","CIRURGIAS COMPLEMENTARES DE REDESIGNACAO SEXUAL"
"PA_PROC_ID","0409050148","REDESIGNACAO SEXUAL NO SEXO MASCULINO"
"PA_PROC_ID","0409050164","NEOFALOPLASTIA EM HOMENS TRANS"
"PA_PROC_ID","0409060011","CERCLAGEM DE COLO DO UTERO"
"PA_PROC_ID","0409060020","COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO"
"PA_PROC_ID","0409060038","EXCISAO TIPO 3 DO COLO UTERINO"
"PA_PROC_ID","0409060046","CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO"
"PA_PROC_ID","0409060054","CURETAGEM UTERINA EM MOLA HIDATIFORME"
"PA_PROC_ID","0409060062","DILATACAO DE COLO DO UTERO"
"PA_PROC_ID","0409060070","ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)"
"PA_PROC_ID","0409060089","EXCISAO TIPO I DO COLO UTERINO"
"PA_PROC_ID","0409060097","EXERESE DE POLIPO DE UTERO"
"PA_PROC_ID","0409060100","HISTERECTOMIA (POR VIA VAGINAL)"
"PA_PROC_ID","0409060119","HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)"
"PA_PROC_ID","0409060127","HISTERECTOMIA SUBTOTAL"
"PA_PROC_ID","0409060135","HISTERECTOMIA TOTAL"
"PA_PROC_ID","0409060143","HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS)"
"PA_PROC_ID","0409060151","HISTERECTOMIA VIDEOLAPAROSCOPICA"
"PA_PROC_ID","0409060160","HISTERORRAFIA"
"PA_PROC_ID","0409060178","HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO"
"PA_PROC_ID","0409060186","LAQUEADURA TUBARIA"
"PA_PROC_ID","0409060194","MIOMECTOMIA"
"PA_PROC_ID","0409060208","MIOMECTOMIA VIDEOLAPAROSCOPICA"
"PA_PROC_ID","0409060216","OOFORECTOMIA / OOFOROPLASTIA"
"PA_PROC_ID","0409060224","RESSECCAO DE VARIZES PELVICAS"
"PA_PROC_ID","0409060232","SALPINGECTOMIA UNI / BILATERAL"
"PA_PROC_ID","0409060240","SALPINGECTOMIA VIDEOLAPAROSCOPICA"
"PA_PROC_ID","0409060259","SALPINGOPLASTIA"
"PA_PROC_ID","0409060267","SALPINGOPLASTIA VIDEOLAPAROSCOPICA"
"PA_PROC_ID","0409060275","TRAQUELOPLASTIA"
"PA_PROC_ID","0409060283","TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA"
"PA_PROC_ID","0409060291","HISTERECTOMIA C/ ANEXECTOMIA BILATERAL E COLPECTOMIA SOB PROCESSO TRANSEXUALIZADOR"
"PA_PROC_ID","0409060305","EXCISAO TIPO 2 DO COLO UTERINO"
"PA_PROC_ID","0409060313","LAQUEADURA TUBARIA NA MESMA INTERNACAO DE PARTO NORMAL"
"PA_PROC_ID","0409070017","ALARGAMENTO DA ENTRADA VAGINAL"
"PA_PROC_ID","0409070025","COLPECTOMIA"
"PA_PROC_ID","0409070033","COLPOCLEISE (CIRURGIA DE LE FORT)"
"PA_PROC_ID","0409070041","COLPOPERINEOCLEISE"
"PA_PROC_ID","0409070050","COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR"
"PA_PROC_ID","0409070068","COLPOPERINEOPLASTIA POSTERIOR"
"PA_PROC_ID","0409070076","COLPOPERINEORRAFIA NAO OBSTETRICA"
"PA_PROC_ID","0409070084","COLPOPLASTIA ANTERIOR"
"PA_PROC_ID","0409070092","COLPORRAFIA NAO OBSTETRICA"
"PA_PROC_ID","0409070106","COLPOTOMIA"
"PA_PROC_ID","0409070114","CONSTRUCAO DE VAGINA"
"PA_PROC_ID","0409070122","DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE"
"PA_PROC_ID","0409070130","EPISIOPERINEORRAFIA NAO OBSTETRICA"
"PA_PROC_ID","0409070149","EXERESE DE CISTO VAGINAL"
"PA_PROC_ID","0409070157","EXERESE DE GLANDULA DE BARTHOLIN / SKENE"
"PA_PROC_ID","0409070165","EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO)"
"PA_PROC_ID","0409070173","EXTRACAO DE CORPO ESTRANHO DA VAGINA"
"PA_PROC_ID","0409070181","HIMENOTOMIA"
"PA_PROC_ID","0409070190","MARSUPIALIZACAO DE GLANDULA DE BARTOLIN"
"PA_PROC_ID","0409070203","OPERACAO DE BURCH"
"PA_PROC_ID","0409070211","RECONSTRUCAO DA VAGINA"
"PA_PROC_ID","0409070220","TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS"
"PA_PROC_ID","0409070238","TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL"
"PA_PROC_ID","0409070246","TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL"
"PA_PROC_ID","0409070254","TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL"
"PA_PROC_ID","0409070262","TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS"
"PA_PROC_ID","0409070270","TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL"
"PA_PROC_ID","0409070289","TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA"
"PA_PROC_ID","0409070297","VULVECTOMIA AMPLIADA COM LINFADENECTOMIA"
"PA_PROC_ID","0409070300","VULVECTOMIA SIMPLES"
"PA_PROC_ID","0409070319","REDESIGNACAO SEXUAL NO SEXO FEMININO I"
"PA_PROC_ID","0410010014","DRENAGEM DE ABSCESSO DE MAMA"
